date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:55:54	118259/118259	---M--	200	added ('OK')	image/png	etag:%2206ab41b9136cf1:63c99%22	http://web365.vn/images/maps.png	E:/Web/365/web365.vn/images/maps.png	(from http://web365.vn/)
18:55:54	288/288	---M--	200	added ('OK')	image/png	etag:%22025273d320cf1:63c99%22	http://web365.vn/css/Icon/checked.png	E:/Web/365/web365.vn/css/Icon/checked.png	(from http://web365.vn/css/global-1.css)
18:55:54	1635/1635	---M--	200	added ('OK')	text/html	etag:%220368f69d6cce1:63c99%22	http://web365.vn/images/project_shadow.html	E:/Web/365/web365.vn/images/project_shadow.html	(from http://web365.vn/css/global-1.css)
18:55:54	1635/1635	---M--	200	added ('OK')	text/html	etag:%220368f69d6cce1:63c99%22	http://web365.vn/images/close.html	E:/Web/365/web365.vn/images/close.html	(from http://web365.vn/css/global-1.css)
18:55:55	1635/1635	---M--	200	added ('OK')	text/html	etag:%220368f69d6cce1:63c99%22	http://web365.vn/images/sanpham_slider.html	E:/Web/365/web365.vn/images/sanpham_slider.html	(from http://web365.vn/css/global-1.css)
18:55:55	1680/1680	---M--	200	added ('OK')	image/png	etag:%220417d6755bcd1:63c99%22	http://web365.vn/images/doitac_tab.png	E:/Web/365/web365.vn/images/doitac_tab.png	(from http://web365.vn/css/global-1.css)
18:55:56	2011/2011	---M--	200	added ('OK')	image/png	etag:%2208db86255bcd1:63c99%22	http://web365.vn/images/download_btn.png	E:/Web/365/web365.vn/images/download_btn.png	(from http://web365.vn/css/global-1.css)
18:55:58	150253/150253	---M--	200	added ('OK')	image/png	etag:%220505be6a821cf1:63c99%22	http://web365.vn/skin/job.png	E:/Web/365/web365.vn/skin/job.png	(from http://web365.vn/)
18:55:58	13495/13495	---M--	200	added ('OK')	image/gif	etag:%220417d6755bcd1:63c99%22	http://web365.vn/images/helice_trans.gif	E:/Web/365/web365.vn/images/helice_trans.gif	(from http://web365.vn/css/global-1.css)
18:55:59	135/135	---M--	200	added ('OK')	image/png	etag:%220417d6755bcd1:63c99%22	http://web365.vn/images/map_bg.png	E:/Web/365/web365.vn/images/map_bg.png	(from http://web365.vn/css/global-1.css)
18:55:59	6011/6011	---M--	200	added ('OK')	image/png	etag:%2206eae6855bcd1:63c99%22	http://web365.vn/images/map_links.png	E:/Web/365/web365.vn/images/map_links.png	(from http://web365.vn/css/global-1.css)
18:55:59	1635/1635	---M--	200	added ('OK')	text/html	etag:%220368f69d6cce1:63c99%22	http://web365.vn/images/congdong_logos.html	E:/Web/365/web365.vn/images/congdong_logos.html	(from http://web365.vn/css/global-1.css)
18:56:08	69736/69736	---M--	200	added ('OK')	image/jpeg	etag:%2209bdf6955bcd1:63c99%22	http://web365.vn/images/media.jpg	E:/Web/365/web365.vn/images/media.jpg	(from http://web365.vn/css/global-1.css)
18:56:08	125370/125370	---M--	200	added ('OK')	image/jpeg	etag:%220c8106b55bcd1:63c99%22	http://web365.vn/images/our_services.jpg	E:/Web/365/web365.vn/images/our_services.jpg	(from http://web365.vn/css/global-1.css)
18:56:10	313634/313634	---M--	200	added ('OK')	image/gif	etag:%22041af687cc3ce1:63c99%22	http://web365.vn/skin/product1/template.gif	E:/Web/365/web365.vn/skin/product1/template.gif	(from http://web365.vn/)
